support_tickets_last90d,label_churned,signup_date,region,is_premium,avg_monthly_spend,days_since_last_login,months_active,customer_id,primary_channel
2,0,2024-06-07,EMEA,1,178.2,99,6,28727,WhatsApp
2,0,2024-08-17,EMEA,0,197.07,83,30,51215,Mobile
2,1,2024-07-22,APAC,0,83.56,4,27,15329,WhatsApp
1,0,2024-07-10,APAC,1,172.57,104,29,10598,WhatsApp
1,0,2024-04-07,AMER,1,424.68,33,17,45388,Mobile
3,0,2024-01-01,APAC,1,145.64,68,43,85058,Mobile
0,0,2024-10-02,AMER,0,86.46,35,3,63706,Web
4,0,2024-07-07,EMEA,1,188.89,13,3,38103,WhatsApp
2,0,2024-09-04,APAC,1,323.57,55,14,75739,Web
0,0,2024-08-30,AMER,1,291.73,38,26,81449,Mobile
1,0,2024-08-25,AMER,0,40.44,98,13,65640,WhatsApp
2,0,2024-12-05,EMEA,0,64.56,12,22,72195,Web
2,1,2024-09-18,AMER,0,79.66,7,24,40615,Web
0,0,2024-04-03,EMEA,0,244.08,15,12,55446,Web
1,1,2024-03-21,APAC,1,42.14,64,47,95637,Web
1,1,2024-03-26,LATAM,1,163.99,67,9,61362,WhatsApp
1,0,2024-11-03,APAC,1,66.82,60,34,60042,Mobile
2,0,2024-10-20,APAC,0,491.14,39,12,42667,Mobile
2,0,2024-06-21,AMER,0,75.69,93,43,49518,Web
1,0,2024-06-29,AMER,1,293.86,87,31,16161,WhatsApp
1,0,2024-06-17,AMER,1,93.65,2,7,68635,Retail
2,1,2024-07-23,APAC,0,654.63,31,4,68519,Mobile
1,1,2024-10-27,AMER,0,169.23,104,10,97636,Web
1,0,2024-05-11,EMEA,0,103.67,42,34,96097,WhatsApp
5,0,2024-06-26,APAC,1,274.27,87,33,72995,WhatsApp
1,0,2024-12-06,EMEA,0,123.06,44,7,76922,Web
0,0,2024-09-05,LATAM,1,563.43,85,19,12088,Retail
1,1,2024-04-11,APAC,1,348.24,118,7,82660,Web
2,0,2024-01-08,APAC,1,138.09,37,40,51561,Web
3,0,2024-03-18,EMEA,0,213.32,65,43,98619,Web
2,0,2024-07-29,AMER,0,132.59,21,5,59796,Mobile
2,0,2024-11-06,APAC,1,328.77,69,44,80476,Web
2,0,2024-12-12,AMER,1,188.0,36,33,51561,WhatsApp
0,1,2024-11-24,APAC,0,494.02,74,22,68226,Retail
4,0,2024-08-05,EMEA,1,128.45,32,34,56358,Mobile
1,0,2024-11-14,LATAM,1,109.48,58,3,21834,Web
3,0,2024-12-03,AMER,0,80.81,22,44,70757,WhatsApp
0,0,2024-08-26,APAC,0,156.73,32,27,88877,Mobile
1,0,2024-04-29,EMEA,1,638.73,59,33,43660,Web
4,0,2024-05-12,AMER,0,242.29,6,42,40427,Mobile
2,0,2024-10-28,EMEA,0,40.76,0,22,90174,Mobile
0,0,2024-06-30,APAC,0,437.42,5,18,56150,Mobile
0,0,2024-02-12,AMER,1,325.85,32,36,95771,Web
2,0,2024-11-19,LATAM,1,100.8,4,40,79935,Mobile
2,0,2024-05-25,EMEA,1,209.2,72,22,23263,Mobile
1,0,2024-11-27,AMER,1,377.13,118,7,45073,WhatsApp
2,0,2024-08-06,APAC,0,231.26,68,25,70564,Web
2,1,2024-01-20,AMER,0,96.27,64,5,48802,Mobile
1,0,2024-07-04,LATAM,1,474.83,41,32,31721,Web
2,1,2024-06-11,AMER,1,168.23,109,2,21373,Web
4,0,2024-12-04,APAC,1,304.38,48,5,80009,Web
1,0,2024-11-22,APAC,0,117.25,90,35,82122,Web
4,0,2024-08-29,APAC,1,267.51,6,3,42607,WhatsApp
0,0,2024-05-16,AMER,1,341.27,85,26,10997,WhatsApp
2,0,2024-07-02,AMER,1,38.18,51,23,72151,Web
2,0,2024-02-29,LATAM,1,116.44,38,28,18848,Mobile
1,0,2024-10-31,APAC,0,311.56,59,35,56943,WhatsApp
3,1,2024-11-06,AMER,0,276.72,29,36,48434,Mobile
2,0,2024-02-03,AMER,1,99.35,28,8,61584,Retail
2,0,2024-12-14,EMEA,0,303.02,80,31,36837,Mobile
0,0,2024-08-15,APAC,0,353.86,110,9,91831,Web
1,0,2024-07-20,APAC,0,67.14,75,29,79616,Retail
3,0,2024-06-07,APAC,1,281.62,109,35,39605,Mobile
1,1,2024-05-22,APAC,0,199.55,55,11,42061,Web
1,0,2024-08-10,LATAM,0,331.33,6,43,34979,Retail
2,0,2024-03-20,APAC,0,225.89,42,3,81849,WhatsApp
1,0,2024-10-22,EMEA,0,208.59,85,3,26552,Mobile
1,0,2024-01-02,APAC,0,126.67,112,37,95076,WhatsApp
2,0,2024-07-16,EMEA,0,518.86,86,20,36117,Retail
1,0,2024-03-21,APAC,1,349.64,12,19,50214,Mobile
2,0,2024-06-01,APAC,1,532.21,36,14,79511,WhatsApp
0,0,2024-05-10,EMEA,0,73.45,19,41,88623,Web
2,0,2024-07-23,AMER,1,260.93,27,23,21017,Retail
1,0,2024-08-17,APAC,0,62.44,80,28,57712,Mobile
3,0,2024-03-12,AMER,1,288.29,44,7,18786,Mobile
0,0,2024-10-13,LATAM,1,90.76,40,45,52982,Mobile
0,0,2024-03-19,APAC,1,638.11,109,14,25971,Mobile
2,0,2024-08-16,EMEA,0,218.21,3,44,17327,Web
3,0,2024-01-22,AMER,1,115.52,114,3,39457,Mobile
1,0,2024-08-01,AMER,1,84.79,62,35,37780,Mobile
1,0,2024-07-24,APAC,1,290.65,28,26,63215,WhatsApp
2,0,2024-09-09,AMER,1,375.88,57,36,86402,Retail
1,0,2024-05-13,AMER,0,185.93,55,18,10555,Mobile
2,0,2024-04-17,AMER,1,478.12,111,4,61757,Web
0,0,2024-11-04,APAC,0,301.15,73,19,57480,Web
2,1,2024-07-08,AMER,0,107.97,119,31,48765,Mobile
3,0,2024-04-05,EMEA,0,81.91,92,37,98555,Web
2,0,2024-02-18,EMEA,1,153.67,5,46,50075,WhatsApp
2,0,2024-09-15,APAC,1,195.11,36,36,75686,Mobile
5,0,2024-05-24,APAC,1,245.22,116,35,77762,Web
2,0,2024-02-17,EMEA,1,123.73,72,3,69767,Mobile
2,0,2024-03-02,AMER,0,203.91,33,20,35122,Web
3,0,2024-12-16,APAC,0,42.3,38,33,98414,Retail
1,0,2024-05-24,AMER,1,414.19,115,24,87048,WhatsApp
1,0,2024-07-11,LATAM,1,205.18,19,3,40943,Web
1,0,2024-05-26,EMEA,0,89.32,6,25,14463,Mobile
0,0,2024-05-09,AMER,1,407.32,25,15,50824,WhatsApp
2,0,2024-02-17,AMER,1,154.56,53,21,54875,Mobile
1,0,2024-11-10,APAC,1,77.07,68,13,32900,Mobile
2,0,2024-01-08,APAC,1,206.04,73,27,83387,Web
1,0,2024-04-16,AMER,0,79.78,94,12,27534,Web
2,0,2024-04-15,APAC,1,138.78,5,10,43450,Mobile
2,0,2024-07-01,LATAM,1,67.39,96,25,48355,WhatsApp
1,0,2024-07-19,AMER,0,124.91,68,3,91509,Mobile
4,0,2024-08-01,AMER,1,356.97,67,45,82511,Web
1,0,2024-07-09,AMER,0,335.22,44,10,63059,Web
0,0,2024-08-05,LATAM,1,283.21,49,1,28349,Web
0,0,2024-05-05,LATAM,0,162.95,20,45,86735,Web
2,0,2024-03-09,EMEA,0,119.38,17,24,61973,Web
1,0,2024-08-21,LATAM,0,233.27,68,47,62896,Mobile
3,0,2024-04-05,EMEA,1,312.63,36,7,26989,Web
5,0,2024-11-16,APAC,0,226.14,20,46,76735,WhatsApp
1,0,2024-04-02,APAC,1,102.67,49,33,55441,Web
1,0,2024-06-20,AMER,0,333.61,108,41,84420,Retail
0,1,2024-10-05,LATAM,0,403.51,49,8,37625,Mobile
5,1,2024-06-28,AMER,1,368.44,87,37,71663,WhatsApp
3,0,2024-06-14,AMER,1,576.35,53,45,10184,Mobile
1,0,2024-10-13,LATAM,1,482.17,26,7,36628,WhatsApp
0,0,2024-12-24,APAC,1,486.21,70,14,28356,Web
0,0,2024-06-09,APAC,1,135.94,76,36,91617,Mobile
1,0,2024-06-29,APAC,1,183.17,29,23,17194,Retail
1,0,2024-01-10,EMEA,0,198.68,17,42,39664,Web
0,1,2024-04-16,APAC,0,344.59,108,1,61233,Mobile
1,1,2024-12-02,EMEA,1,273.12,113,8,58417,Mobile
2,0,2024-06-22,APAC,0,339.04,11,34,70318,Mobile
0,0,2024-06-29,APAC,1,263.54,17,33,66173,Web
1,0,2024-10-08,EMEA,1,139.38,10,15,41871,Mobile
2,1,2024-11-26,LATAM,1,119.25,86,2,45660,WhatsApp
3,0,2024-05-31,APAC,0,540.4,41,36,98469,Mobile
2,1,2024-05-30,LATAM,1,249.6,115,36,13068,Retail
1,0,2024-09-17,AMER,0,283.67,6,23,68264,Web
4,0,2024-12-07,EMEA,0,211.38,56,30,85550,Mobile
2,1,2024-02-18,AMER,0,103.16,70,33,93657,Web
0,0,2024-10-28,EMEA,1,148.14,18,9,11341,Web
2,1,2024-06-30,AMER,0,63.18,79,33,39513,WhatsApp
2,0,2024-10-28,EMEA,1,186.54,30,3,67648,Retail
2,0,2024-08-28,LATAM,0,499.98,12,28,33185,Mobile
0,0,2024-06-29,APAC,0,406.86,37,37,49790,Retail
1,1,2024-03-13,APAC,0,32.28,63,15,16479,Web
1,0,2024-04-11,AMER,1,344.27,86,37,17991,Web
1,0,2024-02-06,AMER,1,289.96,110,27,59824,Mobile
2,0,2024-08-21,APAC,1,464.72,26,47,61416,Mobile
3,0,2024-04-28,AMER,1,242.15,53,24,40625,Mobile
4,0,2024-03-17,APAC,1,33.62,19,25,55463,Web
0,0,2024-12-26,APAC,0,547.3,78,42,93306,Mobile
1,1,2024-03-22,AMER,1,321.4,117,26,29849,Mobile
2,0,2024-03-04,EMEA,0,151.7,25,30,75455,WhatsApp
1,0,2024-08-16,EMEA,1,144.1,28,25,92362,Mobile
5,1,2024-04-08,AMER,0,341.46,94,17,53605,Web
1,0,2024-08-12,AMER,1,152.55,101,12,77865,Mobile
3,0,2024-10-21,APAC,0,817.46,37,9,34093,WhatsApp
3,0,2024-09-02,EMEA,1,25.59,34,13,24385,Web
1,0,2024-10-06,AMER,1,180.14,107,5,12804,Web
2,1,2024-09-14,AMER,0,914.8,56,12,79691,WhatsApp
1,0,2024-05-24,LATAM,1,285.43,50,38,10615,Web
4,0,2024-11-26,APAC,1,139.76,27,8,55649,Web
1,0,2024-01-11,AMER,0,177.62,27,4,18338,Mobile
3,0,2024-12-03,APAC,1,581.41,67,35,75660,WhatsApp
0,0,2024-07-21,EMEA,0,16.89,55,38,25171,WhatsApp
0,1,2024-07-31,APAC,0,41.03,58,4,73678,WhatsApp
0,0,2024-09-03,APAC,0,121.09,92,28,59430,WhatsApp
4,0,2024-09-17,APAC,0,203.43,102,33,48051,WhatsApp
1,0,2024-08-16,EMEA,0,208.85,83,18,19676,Web
0,0,2024-07-02,APAC,1,185.15,40,20,66053,WhatsApp
1,0,2024-01-09,EMEA,0,473.9,37,30,44201,Mobile
1,0,2024-08-30,APAC,0,286.41,92,39,82664,Web
2,0,2024-05-03,LATAM,1,532.93,53,13,36716,Web
3,0,2024-01-17,AMER,0,227.92,34,23,63212,Mobile
1,0,2024-05-31,APAC,0,249.66,26,46,76668,Web
3,0,2024-10-13,AMER,1,148.59,79,22,52651,Web
1,0,2024-12-28,EMEA,0,188.23,77,20,24810,WhatsApp
2,0,2024-09-06,LATAM,1,234.27,106,24,23494,Mobile
0,0,2024-05-22,AMER,1,610.0,12,16,12433,WhatsApp
3,0,2024-05-20,APAC,1,411.69,115,42,42651,WhatsApp
1,0,2024-06-18,APAC,1,62.02,17,7,30883,Mobile
1,0,2024-06-08,EMEA,1,317.44,91,16,45350,Mobile
3,0,2024-02-11,APAC,1,132.27,94,45,76543,WhatsApp
0,0,2024-07-02,AMER,0,312.88,37,8,11455,Web
1,0,2024-11-30,AMER,0,559.77,115,2,28600,Mobile
2,0,2024-04-14,AMER,0,404.64,89,39,44001,Web
1,0,2024-12-13,LATAM,1,135.31,78,39,55015,Web
2,0,2024-10-30,EMEA,1,211.27,10,29,76585,Web
2,0,2024-05-05,APAC,0,239.69,82,47,97520,Mobile
4,0,2024-02-16,EMEA,0,358.61,12,32,33118,Web
3,0,2024-06-23,LATAM,1,653.29,21,47,55978,Mobile
0,0,2024-03-01,APAC,1,638.36,73,27,34454,Mobile
1,0,2024-04-14,AMER,1,444.54,116,25,86212,Mobile
1,0,2024-10-18,APAC,1,99.75,30,19,92677,Web
1,0,2024-10-13,EMEA,1,474.72,76,26,43481,Web
0,1,2024-03-12,AMER,1,297.74,63,23,12066,Web
2,0,2024-05-14,AMER,1,50.27,72,20,62613,WhatsApp
1,0,2024-04-26,APAC,1,206.84,29,4,61225,Web
2,0,2024-02-21,APAC,0,337.17,78,43,51558,Mobile
5,0,2024-09-08,APAC,0,236.94,23,2,89283,Mobile
2,0,2024-04-12,LATAM,1,66.03,22,31,96585,Mobile
2,0,2024-01-05,EMEA,1,168.2,62,41,48674,Web
2,0,2024-11-11,APAC,1,457.24,82,39,75184,Retail
1,0,2024-03-23,EMEA,0,160.92,25,6,47628,Retail
1,0,2024-12-07,APAC,1,646.44,22,17,34987,WhatsApp
1,0,2024-01-17,APAC,1,372.65,66,30,88305,Mobile
1,0,2024-04-23,EMEA,0,122.45,28,38,62042,Web
0,0,2024-12-02,AMER,1,326.78,2,13,13761,Web
3,0,2024-12-04,AMER,0,378.35,57,5,45597,Retail
4,0,2024-09-06,EMEA,1,371.65,60,37,93025,Mobile
3,0,2024-10-14,LATAM,0,252.65,68,35,50060,Web
0,0,2024-07-05,APAC,0,325.9,14,3,84038,Mobile
4,0,2024-11-08,APAC,0,249.37,18,36,35705,Mobile
3,1,2024-04-22,APAC,1,135.18,103,40,64171,Retail
0,1,2024-08-05,AMER,1,124.64,35,3,28503,Mobile
1,0,2024-11-13,APAC,0,90.83,45,44,79270,Web
0,0,2024-10-09,EMEA,0,558.65,59,22,13489,WhatsApp
2,1,2024-03-11,APAC,1,112.22,98,9,38316,Retail
2,1,2024-08-25,LATAM,0,84.03,21,31,95582,Web
3,0,2024-10-07,AMER,1,106.62,65,26,34513,Web
0,0,2024-09-01,EMEA,1,218.7,1,3,81171,WhatsApp
3,0,2024-07-13,APAC,1,44.14,54,19,48068,Mobile
4,0,2024-12-09,APAC,1,357.66,23,36,77070,Mobile
0,0,2024-09-19,AMER,1,113.12,35,8,40231,Web
1,0,2024-04-27,AMER,1,249.1,52,40,46190,WhatsApp
1,0,2024-07-24,EMEA,0,206.82,73,27,38116,WhatsApp
1,1,2024-07-26,AMER,0,330.02,113,15,63137,Mobile
1,0,2024-11-17,EMEA,0,183.24,61,35,69063,Web
1,0,2024-11-04,EMEA,0,158.75,38,25,58352,Web
2,0,2024-11-25,APAC,1,208.83,4,6,52864,Web
0,0,2024-09-12,AMER,0,217.94,37,23,43059,Web
4,1,2024-10-08,EMEA,0,274.05,85,20,81124,Web
3,1,2024-10-29,EMEA,0,721.16,51,22,66980,Web
3,0,2024-10-17,APAC,0,116.02,105,36,92694,Mobile
3,0,2024-12-14,LATAM,0,120.99,11,29,99204,WhatsApp
0,0,2024-09-07,EMEA,1,353.51,52,16,45256,Web
0,0,2024-08-10,AMER,0,321.5,12,9,40369,WhatsApp
0,0,2024-08-08,AMER,1,45.7,31,35,27809,Mobile
2,0,2024-12-18,EMEA,1,364.53,79,24,15873,Mobile
2,0,2024-10-22,AMER,1,620.49,53,26,40520,Web
1,0,2024-03-17,EMEA,1,390.66,115,12,27547,Mobile
2,0,2024-02-24,AMER,0,53.29,75,34,40096,Web
3,0,2024-08-11,APAC,1,165.45,32,33,56394,WhatsApp
1,0,2024-06-20,AMER,1,328.51,3,46,63417,Web
1,0,2024-02-02,APAC,1,428.2,102,45,88864,Web
2,0,2024-01-15,APAC,0,105.8,45,26,94316,Mobile
3,0,2024-03-22,AMER,1,278.76,50,4,38434,Mobile
2,0,2024-07-03,AMER,0,546.12,26,5,74551,WhatsApp
1,0,2024-05-24,APAC,0,563.77,1,23,20182,Web
1,0,2024-06-30,LATAM,0,85.59,50,18,59653,Web
0,0,2024-01-07,AMER,0,118.36,118,24,48018,Web
0,0,2024-04-14,APAC,1,129.39,49,43,94285,Mobile
2,1,2024-09-18,LATAM,0,200.09,109,18,29784,Retail
3,0,2024-04-04,EMEA,0,61.68,20,6,75177,Mobile
3,0,2024-10-04,AMER,1,235.39,109,12,55541,Web
2,0,2024-06-19,EMEA,1,483.32,114,5,61102,Web
5,0,2024-08-28,AMER,1,375.62,20,3,93128,Mobile
0,1,2024-03-04,AMER,0,117.0,115,17,85087,WhatsApp
2,0,2024-12-15,EMEA,0,96.37,3,38,75292,Web
1,0,2024-07-16,AMER,1,553.04,50,5,75208,Web
1,0,2024-03-16,APAC,1,284.42,93,7,65522,Web
1,0,2024-07-27,EMEA,0,412.54,50,12,50320,Retail
3,0,2024-11-18,EMEA,0,304.53,93,33,26326,Web
1,0,2024-02-24,AMER,1,192.45,89,24,80468,Web
1,0,2024-03-07,EMEA,0,126.85,100,5,96336,Mobile
0,0,2024-02-26,EMEA,1,476.15,87,19,71575,Web
1,0,2024-05-31,APAC,1,457.49,56,15,25879,Retail
3,0,2024-11-11,APAC,1,496.02,68,31,50676,Mobile
1,0,2024-01-11,AMER,0,259.95,52,45,48710,Retail
0,0,2024-07-29,LATAM,0,320.35,61,4,52483,Mobile
1,0,2024-05-01,AMER,0,92.74,44,27,85045,Web
0,0,2024-12-25,APAC,1,694.25,108,36,32859,Mobile
0,0,2024-04-25,AMER,0,48.29,106,46,91545,Mobile
4,0,2024-12-01,AMER,1,81.76,39,7,67685,Web
1,0,2024-08-26,EMEA,0,442.9,98,5,13847,WhatsApp
0,0,2024-10-22,APAC,0,772.86,2,39,25128,Retail
2,0,2024-05-06,APAC,0,221.1,49,42,58877,Web
3,0,2024-05-12,EMEA,1,272.52,30,26,88539,WhatsApp
2,0,2024-07-10,EMEA,1,424.95,36,4,89141,Web
2,0,2024-07-08,APAC,1,246.69,67,13,60413,Web
1,0,2024-11-14,APAC,0,154.39,59,12,59430,Web
1,0,2024-11-04,EMEA,0,653.24,61,43,53203,Web
0,1,2024-10-29,APAC,0,139.18,110,33,68824,Mobile
1,0,2024-03-07,AMER,0,131.93,19,33,24581,Web
5,1,2024-02-02,APAC,0,296.34,39,41,88483,Mobile
0,0,2024-05-22,EMEA,0,358.39,93,19,20179,WhatsApp
2,1,2024-07-29,EMEA,1,208.84,111,44,80150,Web
1,0,2024-06-19,APAC,0,210.77,112,34,74876,Web
2,0,2024-04-10,EMEA,0,445.53,50,11,87673,Retail
3,1,2024-10-18,APAC,0,110.0,13,15,29910,Mobile
1,0,2024-01-01,EMEA,0,721.47,74,22,43921,Web
0,0,2024-01-03,LATAM,1,314.79,7,38,64889,Web
1,0,2024-10-14,AMER,1,468.72,102,37,48078,Mobile
2,0,2024-09-01,LATAM,0,160.19,73,44,71997,Retail
2,0,2024-06-24,EMEA,0,610.17,76,7,62647,Web
2,1,2024-02-06,AMER,0,273.41,117,6,44898,Web
1,0,2024-09-01,AMER,0,246.9,13,30,79764,Mobile
1,0,2024-05-07,EMEA,1,446.26,85,31,63172,Web
2,0,2024-10-22,AMER,0,85.24,29,31,13303,Mobile
3,0,2024-02-28,AMER,1,335.13,105,4,63666,Mobile
1,0,2024-03-04,EMEA,0,476.8,3,47,72128,Mobile
3,0,2024-05-07,APAC,0,189.81,103,41,75890,Mobile
4,0,2024-09-21,APAC,1,328.84,33,5,80081,Mobile
3,0,2024-06-01,APAC,1,30.69,66,42,86568,WhatsApp
1,0,2024-01-16,APAC,0,50.05,104,20,56938,Web
1,0,2024-04-12,EMEA,0,451.96,11,39,32830,Mobile
1,0,2024-09-05,LATAM,0,148.33,21,33,32981,WhatsApp
1,0,2024-10-09,APAC,1,455.77,4,10,89120,WhatsApp
1,0,2024-03-29,AMER,0,140.99,19,44,20502,Web
3,0,2024-03-29,APAC,1,137.03,26,35,72507,Web
2,0,2024-08-26,AMER,0,453.49,52,7,82635,Web
0,0,2024-04-24,APAC,1,474.19,22,10,88262,Retail
0,0,2024-01-12,LATAM,0,81.74,33,46,20800,Web
0,0,2024-10-09,APAC,1,106.14,41,37,10716,WhatsApp
2,0,2024-11-15,AMER,1,42.91,13,15,70197,Web
0,0,2024-05-28,APAC,0,773.61,64,1,96988,Mobile
1,0,2024-11-01,EMEA,0,500.9,94,3,79258,Web
1,0,2024-05-25,AMER,1,265.8,116,47,36186,Web
4,1,2024-10-23,AMER,0,260.86,118,15,55783,Web
2,0,2024-08-09,EMEA,0,244.8,39,45,39648,Web
0,0,2024-06-11,APAC,0,159.22,19,25,37032,Web
0,0,2024-12-06,APAC,0,249.14,40,22,68921,Mobile
3,1,2024-10-23,EMEA,1,127.54,72,24,34208,Web
0,0,2024-06-01,AMER,1,52.73,34,37,28580,Web
1,0,2024-05-27,AMER,1,241.91,70,15,35152,WhatsApp
2,0,2024-03-18,AMER,1,393.63,2,2,24924,Web
4,0,2024-05-18,AMER,0,318.11,52,45,66166,WhatsApp
1,1,2024-07-04,AMER,1,263.81,117,29,15001,Mobile
2,0,2024-11-23,EMEA,0,152.0,89,4,28772,Mobile
0,0,2024-11-13,LATAM,0,424.42,14,22,73000,Web
1,1,2024-12-22,APAC,0,181.75,35,32,99131,Web
1,1,2024-08-21,EMEA,0,172.34,79,42,12612,Web
2,0,2024-10-14,LATAM,0,503.62,88,39,60958,Mobile
0,0,2024-11-22,EMEA,1,291.11,103,27,52663,WhatsApp
1,0,2024-02-26,APAC,1,31.8,69,35,52284,Web
1,0,2024-10-30,AMER,1,62.34,95,4,59160,Web
0,0,2024-09-11,APAC,1,33.56,26,8,36149,Mobile
2,0,2024-09-30,APAC,1,120.32,111,24,79845,Web
1,0,2024-06-14,APAC,1,605.8,117,13,91960,Mobile
3,0,2024-06-29,APAC,1,32.11,59,26,88598,WhatsApp
2,0,2024-03-28,EMEA,0,109.42,104,6,42797,WhatsApp
1,0,2024-01-31,AMER,1,804.74,104,23,11316,Web
3,0,2024-10-06,APAC,0,171.61,42,15,42956,WhatsApp
3,1,2024-02-12,EMEA,1,218.42,105,43,22595,WhatsApp
3,0,2024-07-15,AMER,0,743.56,49,5,87066,Mobile
3,0,2024-05-10,EMEA,0,45.41,0,43,72382,Retail
5,0,2024-03-10,EMEA,0,148.54,61,13,93901,Web
4,0,2024-11-06,APAC,0,142.81,14,7,72288,WhatsApp
2,0,2024-01-05,APAC,0,711.5,54,4,31389,WhatsApp
4,0,2024-06-09,APAC,1,47.34,67,41,25319,WhatsApp
2,0,2024-10-07,APAC,0,126.24,117,1,40418,Web
0,0,2024-01-23,AMER,0,366.82,5,46,19974,Web
2,0,2024-05-18,AMER,1,217.6,93,13,74807,Mobile
0,1,2024-12-06,AMER,0,102.12,99,3,64950,WhatsApp
4,0,2024-08-12,EMEA,1,318.26,75,11,99017,Mobile
1,0,2024-12-07,APAC,0,263.38,61,2,12436,Web
2,0,2024-01-03,APAC,1,344.1,102,23,70328,Web
1,0,2024-02-12,APAC,1,130.62,39,18,41205,WhatsApp
1,1,2024-02-07,EMEA,0,363.27,88,12,86089,Retail
1,0,2024-03-06,APAC,0,189.15,119,35,14991,Web
1,0,2024-04-29,EMEA,1,289.11,109,7,19592,Web
3,0,2024-11-16,APAC,0,269.78,4,29,56949,Mobile
3,0,2024-11-20,AMER,0,418.0,48,3,75830,Web
3,0,2024-01-23,EMEA,0,276.3,10,22,20050,WhatsApp
3,0,2024-02-18,AMER,1,159.08,29,20,86744,Retail
0,0,2024-04-24,AMER,1,384.24,40,5,20333,WhatsApp
1,0,2024-11-04,APAC,1,89.37,54,29,67301,WhatsApp
1,0,2024-12-28,EMEA,1,771.47,15,11,59069,Retail
0,0,2024-11-06,APAC,0,223.1,46,47,93375,WhatsApp
0,0,2024-11-11,EMEA,1,132.37,32,4,62711,Web
2,0,2024-11-27,APAC,1,124.18,54,25,54272,WhatsApp
2,0,2024-01-29,APAC,1,336.11,18,16,44107,Web
1,0,2024-03-21,AMER,0,101.7,79,26,51240,Web
3,0,2024-04-27,AMER,1,215.44,33,38,52586,Web
0,0,2024-04-14,EMEA,1,263.27,91,18,29831,Web
2,0,2024-08-31,APAC,0,621.04,24,1,85382,Web
3,1,2024-12-26,AMER,0,251.13,118,21,11363,WhatsApp
3,1,2024-12-18,AMER,1,234.06,100,1,40274,Web
2,0,2024-07-21,AMER,1,511.29,8,32,56214,Web
1,0,2024-04-25,APAC,0,544.75,12,28,46179,Retail
0,1,2024-07-02,EMEA,0,137.44,108,5,30273,Web
1,1,2024-05-08,APAC,1,242.65,77,25,45576,Mobile
2,0,2024-07-04,AMER,1,197.09,106,46,67824,Mobile
0,0,2024-07-01,AMER,0,339.5,11,38,95787,Mobile
4,0,2024-12-06,EMEA,0,71.52,15,2,22379,Mobile
1,0,2024-02-23,APAC,0,237.79,77,4,46277,Web
1,0,2024-10-07,AMER,0,281.2,42,18,81635,Web
1,0,2024-03-18,EMEA,0,258.92,73,47,53968,Web
1,1,2024-05-29,AMER,1,447.3,114,42,43306,WhatsApp
0,0,2024-08-21,AMER,0,147.28,107,31,39342,WhatsApp
1,0,2024-03-14,APAC,0,115.29,98,6,93648,Mobile
1,0,2024-03-03,EMEA,1,195.75,28,11,22788,Mobile
0,0,2024-09-16,APAC,0,237.35,48,40,34319,WhatsApp
0,0,2024-08-08,AMER,1,186.52,27,36,82231,Web
4,0,2024-12-14,AMER,0,443.78,90,15,90576,Mobile
1,0,2024-11-29,EMEA,0,442.61,46,36,22375,WhatsApp
1,0,2024-07-01,AMER,1,77.11,41,29,17960,Web
2,1,2024-09-14,APAC,1,261.84,98,41,77247,Web
4,0,2024-12-10,EMEA,1,190.61,79,28,17232,Web
2,0,2024-11-08,APAC,0,507.83,34,16,55310,Mobile
2,0,2024-05-19,AMER,0,124.15,117,8,18317,Mobile
6,0,2024-11-08,EMEA,0,345.47,41,38,33559,Web
3,0,2024-01-14,EMEA,0,208.22,19,27,47201,Retail
1,0,2024-11-30,AMER,1,247.22,32,16,21635,WhatsApp
2,0,2024-03-01,EMEA,0,124.24,90,47,90187,Mobile
1,0,2024-06-08,EMEA,1,376.25,5,36,62124,WhatsApp
1,1,2024-10-10,LATAM,0,511.32,86,5,72237,Web
1,0,2024-10-17,APAC,1,221.2,85,21,92226,Web
4,0,2024-03-23,LATAM,0,391.9,83,18,74459,Web
1,0,2024-09-18,AMER,1,520.01,111,14,68208,WhatsApp
2,0,2024-08-26,AMER,0,494.01,21,25,28077,Web
0,0,2024-03-19,EMEA,0,329.27,2,35,46165,Mobile
0,0,2024-06-18,APAC,0,114.66,5,24,10329,Mobile
2,0,2024-01-21,EMEA,0,328.09,74,45,27885,Mobile
0,0,2024-01-16,EMEA,0,183.66,45,9,91485,Mobile
0,0,2024-01-09,LATAM,1,140.66,101,44,43396,Mobile
2,0,2024-10-23,EMEA,0,203.41,103,1,21534,WhatsApp
3,0,2024-06-15,APAC,1,678.19,26,11,22539,Web
1,0,2024-03-07,AMER,1,200.1,94,45,97214,Web
6,0,2024-12-13,AMER,0,159.13,54,39,89824,WhatsApp
0,0,2024-11-18,APAC,1,45.41,100,22,28987,Mobile
1,0,2024-09-01,AMER,0,175.78,39,7,51810,Mobile
2,0,2024-09-07,EMEA,0,67.14,57,26,39722,WhatsApp
3,0,2024-03-29,EMEA,1,505.13,87,12,56715,WhatsApp
1,0,2024-08-10,EMEA,1,222.4,102,25,44534,Mobile
0,0,2024-11-22,APAC,1,134.91,110,32,35301,Web
1,0,2024-11-09,APAC,0,64.51,117,17,79975,Web
4,0,2024-07-19,EMEA,1,518.42,62,17,93879,Mobile
0,0,2024-11-01,AMER,1,898.95,100,24,70543,WhatsApp
